points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
2000.0,"brute force,implementation,math","['brute force', 'implementation', 'math']","  (0, 37)	0.4447468316342108
  (0, 35)	0.37595074899627445
  (0, 27)	0.46934752230462495
  (0, 7)	0.46934752230462495
  (0, 6)	0.46934752230462495",3531,2
1500.0,"brute force,dp","['brute force', 'dp']","  (0, 27)	0.5069172771013918
  (0, 21)	0.4786487465024144
  (0, 7)	0.5069172771013918
  (0, 6)	0.5069172771013918",5156,2
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",2050,1
1500.0,"dfs and similar,greedy,trees","['dfs and similar', 'greedy', 'trees']","  (0, 69)	0.4970465995929952
  (0, 55)	0.45050932082772566
  (0, 33)	0.3795638725894035
  (0, 18)	0.45050932082772566
  (0, 17)	0.45050932082772566",1590,2
1500.0,"dp,greedy,implementation","['dp', 'greedy', 'implementation']","  (0, 35)	0.5128543624762141
  (0, 33)	0.6095005226611119
  (0, 21)	0.6045572890677503",4617,2
1000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",4041,1
1500.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",1499,2
3000.0,graphs,['graphs'],"  (0, 32)	1.0",2963,4
1000.0,"constructive algorithms,data structures,geometry,sortings","['constructive algorithms', 'data structures', 'geometry', 'sortings']","  (0, 62)	0.31773145193913066
  (0, 56)	0.361670931930546
  (0, 29)	0.43024445286182716
  (0, 16)	0.3244028734284445
  (0, 15)	0.3244028734284445
  (0, 14)	0.35244674474758425
  (0, 13)	0.35244674474758425
  (0, 2)	0.35244674474758425",4370,1
2000.0,"dfs and similar,dp","['dfs and similar', 'dp']","  (0, 55)	0.51998941596248
  (0, 21)	0.4345492168454532
  (0, 18)	0.51998941596248
  (0, 17)	0.51998941596248",95,3
1500.0,"bitmasks,brute force,combinatorics,dp,math,probabilities","['bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'probabilities']","  (0, 47)	0.4605681287202157
  (0, 37)	0.2876188439813307
  (0, 27)	0.3035281697111344
  (0, 21)	0.28660174849662406
  (0, 11)	0.39640736892965894
  (0, 7)	0.3035281697111344
  (0, 6)	0.3035281697111344
  (0, 5)	0.435298731432072",1813,1
1000.0,"combinatorics,implementation","['combinatorics', 'implementation']","  (0, 35)	0.5228260521499568
  (0, 11)	0.8524393932669294",4606,1
1500.0,"constructive algorithms,dfs and similar,dp,greedy","['constructive algorithms', 'dfs and similar', 'dp', 'greedy']","  (0, 55)	0.37071964975749244
  (0, 33)	0.31233934438561645
  (0, 21)	0.30980617782990216
  (0, 18)	0.37071964975749244
  (0, 17)	0.37071964975749244
  (0, 14)	0.3624753278860216
  (0, 13)	0.3624753278860216
  (0, 2)	0.3624753278860216",6036,2
1000.0,"brute force,greedy","['brute force', 'greedy']","  (0, 33)	0.4816573466427246
  (0, 27)	0.5059664680671668
  (0, 7)	0.5059664680671668
  (0, 6)	0.5059664680671668",1941,1
1000.0,"binary search,data structures,dp,dsu","['binary search', 'data structures', 'dp', 'dsu']","  (0, 62)	0.31800467747128686
  (0, 52)	0.3569557880719263
  (0, 22)	0.4552109098666571
  (0, 21)	0.30149382852744117
  (0, 16)	0.32468183588930427
  (0, 15)	0.32468183588930427
  (0, 4)	0.3622868340511913
  (0, 3)	0.3622868340511913",3610,1
2500.0,"chinese remainder theorem,implementation,number theory,two pointers","['chinese remainder theorem', 'implementation', 'number theory', 'two pointers']","  (0, 68)	0.20684478714502563
  (0, 67)	0.3668705022603744
  (0, 49)	0.3668705022603744
  (0, 48)	0.3668705022603744
  (0, 46)	0.2184585213597676
  (0, 43)	0.20684478714502563
  (0, 42)	0.20684478714502563
  (0, 35)	0.12789755261698732
  (0, 10)	0.3668705022603744
  (0, 9)	0.3668705022603744
  (0, 8)	0.3668705022603744",4993,5
2000.0,"dfs and similar,dp,graphs","['dfs and similar', 'dp', 'graphs']","  (0, 55)	0.45483721344002315
  (0, 32)	0.48465616244160165
  (0, 21)	0.38010226520993595
  (0, 18)	0.45483721344002315
  (0, 17)	0.45483721344002315",5792,3
1000.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",1182,1
1500.0,"dfs and similar,graphs,sortings","['dfs and similar', 'graphs', 'sortings']","  (0, 56)	0.44246751156544467
  (0, 55)	0.44098969508652
  (0, 32)	0.4699008062257157
  (0, 18)	0.44098969508652
  (0, 17)	0.44098969508652",5126,2
2250.0,geometry,['geometry'],"  (0, 29)	1.0",4626,3
2000.0,implementation,['implementation'],"  (0, 35)	1.0",809,3
1500.0,"dfs and similar,dp,probabilities,trees","['dfs and similar', 'dp', 'probabilities', 'trees']","  (0, 69)	0.4256336389990484
  (0, 55)	0.3857825841357933
  (0, 47)	0.518086327671802
  (0, 21)	0.3223941000770684
  (0, 18)	0.3857825841357933
  (0, 17)	0.3857825841357933",1303,2
500.0,greedy,['greedy'],"  (0, 33)	1.0",4900,0
500.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",1012,0
500.0,"constructive algorithms,math","['constructive algorithms', 'math']","  (0, 37)	0.4437763738372296
  (0, 14)	0.5173852626505319
  (0, 13)	0.5173852626505319
  (0, 2)	0.5173852626505319",1489,0
1750.0,"bitmasks,brute force,dp","['bitmasks', 'brute force', 'dp']","  (0, 27)	0.41001838997620654
  (0, 21)	0.3871534809925115
  (0, 7)	0.41001838997620654
  (0, 6)	0.41001838997620654
  (0, 5)	0.588019508009164",3700,2
500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",1138,0
2750.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",5103,4
2250.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",4969,4
1500.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",3504,2
2000.0,"binary search,constructive algorithms,data structures,greedy","['binary search', 'constructive algorithms', 'data structures', 'greedy']","  (0, 62)	0.294300841879918
  (0, 52)	0.33034856524386447
  (0, 33)	0.2813021449963552
  (0, 16)	0.30048028980318175
  (0, 15)	0.30048028980318175
  (0, 14)	0.32645610959824584
  (0, 13)	0.32645610959824584
  (0, 4)	0.33528223896298737
  (0, 3)	0.33528223896298737
  (0, 2)	0.32645610959824584",5973,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",1629,0
1250.0,"brute force,constructive algorithms,implementation,strings","['brute force', 'constructive algorithms', 'implementation', 'strings']","  (0, 61)	0.41967599600500877
  (0, 35)	0.2690373997140004
  (0, 27)	0.3358738805552864
  (0, 14)	0.3710602579162099
  (0, 13)	0.3710602579162099
  (0, 7)	0.3358738805552864
  (0, 6)	0.3358738805552864
  (0, 2)	0.3710602579162099",6064,1
500.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",1782,0
1500.0,"data structures,greedy,sortings","['data structures', 'greedy', 'sortings']","  (0, 62)	0.43461045807336557
  (0, 56)	0.494713282046338
  (0, 33)	0.41541455781417724
  (0, 16)	0.44373599327542246
  (0, 15)	0.44373599327542246",5858,3
2000.0,"binary search,constructive algorithms,dfs and similar,trees","['binary search', 'constructive algorithms', 'dfs and similar', 'trees']","  (0, 69)	0.3474877821693476
  (0, 55)	0.3149533361041661
  (0, 52)	0.3116209751755026
  (0, 18)	0.3149533361041661
  (0, 17)	0.3149533361041661
  (0, 14)	0.30794918437108465
  (0, 13)	0.30794918437108465
  (0, 4)	0.31627495699139413
  (0, 3)	0.31627495699139413
  (0, 2)	0.30794918437108465",6047,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",1057,0
2000.0,dp,['dp'],"  (0, 21)	1.0",1789,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",1047,0
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3192,0
1500.0,"combinatorics,dp","['combinatorics', 'dp']","  (0, 21)	0.5859036619853756
  (0, 11)	0.8103807123026353",4080,2
3000.0,"binary search,bitmasks,brute force,dp,meet-in-the-middle","['binary search', 'bitmasks', 'brute force', 'dp', 'meet-in-the-middle']","  (0, 52)	0.24115200932900577
  (0, 41)	0.4263220782439843
  (0, 40)	0.4263220782439843
  (0, 39)	0.4263220782439843
  (0, 27)	0.2157123701221821
  (0, 21)	0.20368304697453732
  (0, 7)	0.2157123701221821
  (0, 6)	0.2157123701221821
  (0, 5)	0.3093594942365803
  (0, 4)	0.24475355465390192
  (0, 3)	0.24475355465390192",1562,4
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",1117,0
2000.0,"binary search,implementation,math","['binary search', 'implementation', 'math']","  (0, 52)	0.4826902634565465
  (0, 37)	0.40913914908989724
  (0, 35)	0.3458510743715738
  (0, 4)	0.48989912257641
  (0, 3)	0.48989912257641",1039,3
3000.0,"binary search,data structures,dp,sortings,trees","['binary search', 'data structures', 'dp', 'sortings', 'trees']","  (0, 69)	0.3826162809473853
  (0, 62)	0.30568186096358285
  (0, 56)	0.3479549879441661
  (0, 52)	0.3431235994615232
  (0, 21)	0.28981081443880624
  (0, 16)	0.3121002766529323
  (0, 15)	0.3121002766529323
  (0, 4)	0.3482480651416586
  (0, 3)	0.3482480651416586",3065,4
1500.0,dp,['dp'],"  (0, 21)	1.0",3054,2
1500.0,"graphs,shortest paths","['graphs', 'shortest paths']","  (0, 54)	0.5244320539952442
  (0, 53)	0.5244320539952442
  (0, 45)	0.5244320539952442
  (0, 32)	0.41822608984493986",2397,2
1500.0,"binary search,constructive algorithms,math","['binary search', 'constructive algorithms', 'math']","  (0, 52)	0.3860926639005131
  (0, 37)	0.3272608460069513
  (0, 14)	0.3815433825430412
  (0, 13)	0.3815433825430412
  (0, 4)	0.39185886187877866
  (0, 3)	0.39185886187877866
  (0, 2)	0.3815433825430412",6260,2
1500.0,"dfs and similar,graphs","['dfs and similar', 'graphs']","  (0, 55)	0.4917454284181643
  (0, 32)	0.5239840654919845
  (0, 18)	0.4917454284181643
  (0, 17)	0.4917454284181643",4017,2
2500.0,math,['math'],"  (0, 37)	1.0",3806,4
2000.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",4703,3
2000.0,flows,['flows'],"  (0, 26)	1.0",5588,4
2500.0,"binary search,data structures,implementation,sortings,trees","['binary search', 'data structures', 'implementation', 'sortings', 'trees']","  (0, 69)	0.38720232424564105
  (0, 62)	0.309345767388054
  (0, 56)	0.35212558057186316
  (0, 52)	0.34723628300935244
  (0, 35)	0.24879731503096192
  (0, 16)	0.3158411142842634
  (0, 15)	0.3158411142842634
  (0, 4)	0.3524221705961337
  (0, 3)	0.3524221705961337",3177,4
1000.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",5739,1
1500.0,"constructive algorithms,dfs and similar","['constructive algorithms', 'dfs and similar']","  (0, 55)	0.41281269240172125
  (0, 18)	0.41281269240172125
  (0, 17)	0.41281269240172125
  (0, 14)	0.4036322761194589
  (0, 13)	0.4036322761194589
  (0, 2)	0.4036322761194589",3659,2
1500.0,"data structures,dp,hashing,implementation,sortings,string suffix structures,strings","['data structures', 'dp', 'hashing', 'implementation', 'sortings', 'string suffix structures', 'strings']","  (0, 64)	0.33300145418243365
  (0, 63)	0.33300145418243365
  (0, 62)	0.3305733540752031
  (0, 61)	0.244949251410687
  (0, 60)	0.33300145418243365
  (0, 59)	0.33300145418243365
  (0, 58)	0.33300145418243365
  (0, 56)	0.22224220144561146
  (0, 35)	0.15702711207870862
  (0, 34)	0.2974630983101665
  (0, 21)	0.18510495792622758
  (0, 16)	0.19934145207960646
  (0, 15)	0.19934145207960646",4537,2
1000.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",812,1
2500.0,"divide and conquer,math,trees","['divide and conquer', 'math', 'trees']","  (0, 69)	0.4051256418352905
  (0, 37)	0.3079494084777312
  (0, 20)	0.4970044856087852
  (0, 19)	0.4970044856087852
  (0, 12)	0.4970044856087852",5294,4
2000.0,"binary search,greedy,implementation","['binary search', 'greedy', 'implementation']","  (0, 52)	0.4823172334141437
  (0, 35)	0.3455837956408739
  (0, 33)	0.4107082233820183
  (0, 4)	0.4895205214230345
  (0, 3)	0.4895205214230345",4551,3
2500.0,games,['games'],"  (0, 28)	1.0",2413,4
1250.0,"constructive algorithms,dfs and similar","['constructive algorithms', 'dfs and similar']","  (0, 55)	0.41281269240172125
  (0, 18)	0.41281269240172125
  (0, 17)	0.41281269240172125
  (0, 14)	0.4036322761194589
  (0, 13)	0.4036322761194589
  (0, 2)	0.4036322761194589",3501,2
1500.0,"dp,hashing","['dp', 'hashing']","  (0, 34)	0.8490350839774898
  (0, 21)	0.5283364706087748",1996,2
2500.0,"combinatorics,data structures,implementation","['combinatorics', 'data structures', 'implementation']","  (0, 62)	0.42830294829965937
  (0, 35)	0.34447092797337947
  (0, 16)	0.43729604443724357
  (0, 15)	0.43729604443724357
  (0, 11)	0.5616410804936358",1198,4
500.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",2442,0
1000.0,greedy,['greedy'],"  (0, 33)	1.0",2055,1
500.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",4570,0
500.0,math,['math'],"  (0, 37)	1.0",5852,0
1500.0,"binary search,data structures,dfs and similar,greedy","['binary search', 'data structures', 'dfs and similar', 'greedy']","  (0, 62)	0.29215996940807687
  (0, 55)	0.33145239500835644
  (0, 52)	0.3279454659359414
  (0, 33)	0.27925583070569376
  (0, 18)	0.33145239500835644
  (0, 17)	0.33145239500835644
  (0, 16)	0.2982944653364174
  (0, 15)	0.2982944653364174
  (0, 4)	0.332843249964152
  (0, 3)	0.332843249964152",144,3
1000.0,implementation,['implementation'],"  (0, 35)	1.0",4773,1
1000.0,combinatorics,['combinatorics'],"  (0, 11)	1.0",289,1
1000.0,"math,sortings","['math', 'sortings']","  (0, 56)	0.7672695625273075
  (0, 37)	0.6413247371021598",1259,1
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",3474,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",6396,0
1000.0,implementation,['implementation'],"  (0, 35)	1.0",4257,1
2500.0,"binary search,data structures,ternary search","['binary search', 'data structures', 'ternary search']","  (0, 66)	0.46485165788982225
  (0, 65)	0.46485165788982225
  (0, 62)	0.24719352307037337
  (0, 52)	0.46979968309950815
  (0, 16)	0.2523838565163264
  (0, 15)	0.2523838565163264
  (0, 4)	0.2816152252326909
  (0, 3)	0.2816152252326909",1448,4
3.0,"constructive algorithms,math","['constructive algorithms', 'math']","  (0, 37)	0.4437763738372296
  (0, 14)	0.5173852626505319
  (0, 13)	0.5173852626505319
  (0, 2)	0.5173852626505319",791,0
3000.0,"binary search,geometry,two pointers","['binary search', 'geometry', 'two pointers']","  (0, 52)	0.4077974502139135
  (0, 46)	0.49908193730016853
  (0, 29)	0.4919473866398385
  (0, 4)	0.413887803781396
  (0, 3)	0.413887803781396",3776,4
1250.0,"dp,implementation","['dp', 'implementation']","  (0, 35)	0.64690165854566
  (0, 21)	0.7625734352643518",4495,2
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3312,0
1000.0,"binary search,ternary search","['binary search', 'ternary search']","  (0, 66)	0.5160242183141641
  (0, 65)	0.5160242183141641
  (0, 52)	0.5215169401270056
  (0, 4)	0.3126164530115755
  (0, 3)	0.3126164530115755",5576,1
1000.0,"geometry,sortings","['geometry', 'sortings']","  (0, 56)	0.6434690898301128
  (0, 29)	0.7654720964432382",5443,1
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3466,1
2000.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",2218,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",5109,1
1500.0,dfs and similar,['dfs and similar'],"  (0, 55)	0.5773502691896257
  (0, 18)	0.5773502691896257
  (0, 17)	0.5773502691896257",354,2
1000.0,"binary search,brute force","['binary search', 'brute force']","  (0, 52)	0.42793627145617286
  (0, 27)	0.3827923625181976
  (0, 7)	0.3827923625181976
  (0, 6)	0.3827923625181976
  (0, 4)	0.43432739331373016
  (0, 3)	0.43432739331373016",355,14
1000.0,implementation,['implementation'],"  (0, 35)	1.0",6426,1
30.0,number theory,['number theory'],"  (0, 68)	0.5773502691896257
  (0, 43)	0.5773502691896257
  (0, 42)	0.5773502691896257",4222,14
1000.0,"brute force,constructive algorithms,math","['brute force', 'constructive algorithms', 'math']","  (0, 37)	0.34464698527814425
  (0, 27)	0.3637107610540484
  (0, 14)	0.40181334904784716
  (0, 13)	0.40181334904784716
  (0, 7)	0.3637107610540484
  (0, 6)	0.3637107610540484
  (0, 2)	0.40181334904784716",509,1
1500.0,"data structures,dp,greedy,hashing,strings,two pointers","['data structures', 'dp', 'greedy', 'hashing', 'strings', 'two pointers']","  (0, 62)	0.3059982131061642
  (0, 61)	0.3839033257707575
  (0, 46)	0.42036558854973005
  (0, 34)	0.46620706974066856
  (0, 33)	0.2924828660426929
  (0, 21)	0.29011074153229477
  (0, 16)	0.3124232712555828
  (0, 15)	0.3124232712555828",4168,2
2500.0,"math,number theory,probabilities","['math', 'number theory', 'probabilities']","  (0, 68)	0.45142932155529103
  (0, 47)	0.5287688607512789
  (0, 43)	0.45142932155529103
  (0, 42)	0.45142932155529103
  (0, 37)	0.3302093197052188",5143,4
1750.0,"brute force,constructive algorithms,implementation","['brute force', 'constructive algorithms', 'implementation']","  (0, 35)	0.2964031193163125
  (0, 27)	0.3700380170165641
  (0, 14)	0.4088034526708839
  (0, 13)	0.4088034526708839
  (0, 7)	0.3700380170165641
  (0, 6)	0.3700380170165641
  (0, 2)	0.4088034526708839",1157,2
2500.0,graphs,['graphs'],"  (0, 32)	1.0",6123,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",1806,0
